sampling_method,calibration_fraction,repeat,seed,n_calibration,n_test,baseline_mean_r2,calibrated_mean_r2,delta_mean_r2,baseline_mean_pcc,calibrated_mean_pcc,baseline_mean_ccc,calibrated_mean_ccc,baseline_mean_raw_mae,calibrated_mean_raw_mae,delta_mean_raw_mae
random,0.1,126,20260851,104,935,-0.108162016174,0.251310834282,0.359472850456,0.510945270248,0.510945270248,0.390886421199,0.451735743359,1174.59997308,948.882752895,-225.717220185
random,0.1,127,20260852,104,935,-0.106045190526,0.256304496088,0.362349686614,0.516979099168,0.516979099168,0.395875617883,0.457527328498,1175.8217142,955.528116015,-220.293598185
random,0.1,128,20260853,104,935,-0.0879698791076,0.268074548032,0.35604442714,0.524917431934,0.524917431934,0.402963290861,0.465081040574,1170.12155084,943.361051073,-226.760499764
random,0.1,129,20260854,104,935,-0.0774610199512,0.2718647539,0.349325773851,0.524662894318,0.524662894318,0.402707027067,0.464559056336,1174.77188056,949.789648007,-224.98223255
random,0.1,130,20260855,104,935,-0.0916023457701,0.257860507376,0.349462853146,0.518324945897,0.518324945897,0.398189814374,0.457936940884,1175.91318147,959.661881091,-216.25130038
random,0.1,131,20260856,104,935,-0.073872117944,0.250720081928,0.324592199872,0.520415686642,0.520415686642,0.401836471668,0.456952307073,1173.07823385,961.682418523,-211.39581533
random,0.1,132,20260857,104,935,-0.0932074356437,0.266137330323,0.359344765967,0.519899966151,0.519899966151,0.399713669268,0.461889255218,1175.29236742,951.167092816,-224.125274603
random,0.1,133,20260858,104,935,-0.0925663689332,0.263081571003,0.355647939936,0.51858429128,0.51858429128,0.397838633882,0.45908140303,1181.84930023,950.938312393,-230.910987832
random,0.1,134,20260859,104,935,-0.0943017772117,0.256560575811,0.350862353023,0.520747346279,0.520747346279,0.400032523941,0.45955126986,1174.69478349,958.082404251,-216.612379242
random,0.1,135,20260860,104,935,-0.0865757849223,0.267370678931,0.353946463853,0.520496927675,0.520496927675,0.398508939518,0.460851952213,1176.60533226,952.598700143,-224.006632113
random,0.1,136,20260861,104,935,-0.0789399771585,0.276859464562,0.35579944172,0.528856350446,0.528856350446,0.406061518445,0.470178808614,1171.28114855,941.857868857,-229.423279691
random,0.1,137,20260862,104,935,-0.0951731303417,0.260524716351,0.355697846693,0.519853031046,0.519853031046,0.398536153904,0.460227330731,1173.69231092,959.358124542,-214.334186378
random,0.1,138,20260863,104,935,-0.0953393215227,0.257779933308,0.353119254831,0.516653263634,0.516653263634,0.396537904087,0.457010927695,1176.69898811,949.044777062,-227.654211044
random,0.1,139,20260864,104,935,-0.084031064733,0.264470263932,0.348501328665,0.51932044145,0.51932044145,0.398852424549,0.460557333176,1177.99884911,953.74393296,-224.254916155
random,0.1,140,20260865,104,935,-0.0861497133919,0.261334351388,0.34748406478,0.518109494877,0.518109494877,0.398560453734,0.458100629889,1178.74289055,956.290842339,-222.452048208
random,0.1,141,20260866,104,935,-0.120622835758,0.246273231879,0.366896067637,0.508489369528,0.508489369528,0.390216735755,0.450811289702,1176.78378624,953.28161994,-223.502166297
random,0.1,142,20260867,104,935,-0.0859971958349,0.260555442859,0.346552638693,0.516852351609,0.516852351609,0.396633501899,0.456812385621,1175.92594925,952.179057175,-223.746892071
random,0.1,143,20260868,104,935,-0.0858874882244,0.260888311557,0.346775799782,0.51813916308,0.51813916308,0.39741559141,0.457770359744,1177.87858553,955.329026054,-222.549559478
random,0.1,144,20260869,104,935,-0.0806831457948,0.263696114694,0.344379260488,0.524949577241,0.524949577241,0.401818703153,0.46220322939,1176.74720681,965.514923484,-211.232283324
random,0.1,145,20260870,104,935,-0.0787681433245,0.264152743335,0.342920886659,0.522655500907,0.522655500907,0.402511628867,0.46253173619,1175.45280265,950.354315792,-225.098486858
random,0.1,146,20260871,104,935,-0.0982184436966,0.259279483602,0.357497927299,0.516061750238,0.516061750238,0.394320685814,0.455754492766,1177.11512458,953.053939315,-224.061185263
random,0.1,147,20260872,104,935,-0.0879159403714,0.264115636381,0.352031576753,0.518796421846,0.518796421846,0.397500812667,0.459065007756,1176.21871597,949.5022009,-226.716515071
random,0.1,148,20260873,104,935,-0.0919837042179,0.255337379629,0.347321083847,0.515553451734,0.515553451734,0.396065010321,0.456023049322,1175.28562137,955.55510342,-219.730517952
random,0.1,149,20260874,104,935,-0.0806734572319,0.265575201196,0.346248658428,0.52021578166,0.52021578166,0.399808562146,0.460910072914,1176.2573592,953.841093247,-222.416265956
random,0.1,150,20260875,104,935,-0.0811146010877,0.263220565317,0.344335166405,0.518882792605,0.518882792605,0.399421390247,0.45977112958,1175.64787593,951.261725123,-224.386150805
random,0.1,151,20260876,104,935,-0.0899947772006,0.259483312617,0.349478089818,0.520421057907,0.520421057907,0.39939447949,0.459790012111,1171.46372542,954.479311022,-216.984414395
random,0.1,152,20260877,104,935,-0.109833350864,0.250925231811,0.360758582675,0.509597032878,0.509597032878,0.389455518337,0.450093906696,1177.50587715,955.125431608,-222.380445542
random,0.1,153,20260878,104,935,-0.0670346096216,0.277489960128,0.34452456975,0.530451942184,0.530451942184,0.405999998606,0.467781494897,1173.81902527,948.629486867,-225.1895384
random,0.1,154,20260879,104,935,-0.0778457896509,0.260880599145,0.338726388796,0.522707791433,0.522707791433,0.402761985934,0.461397351037,1177.79625032,953.882294774,-223.913955547
random,0.1,155,20260880,104,935,-0.0903832443776,0.257148538796,0.347531783174,0.516847886259,0.516847886259,0.39823838529,0.457878517169,1174.36713094,948.761105602,-225.606025335
random,0.1,156,20260881,104,935,-0.0967539223079,0.259053354664,0.355807276972,0.514862128502,0.514862128502,0.394215473827,0.456085385768,1178.40600495,956.248101115,-222.157903831
random,0.1,157,20260882,104,935,-0.0831060616202,0.2649688804,0.34807494202,0.521175382862,0.521175382862,0.399183203122,0.460451261751,1176.50044828,951.481122427,-225.019325858
random,0.1,158,20260883,104,935,-0.0617533777192,0.269152757525,0.330906135244,0.526959185103,0.526959185103,0.405872343042,0.463980483342,1174.13547419,952.471490917,-221.663983277
random,0.1,159,20260884,104,935,-0.084387682053,0.259590309041,0.343977991094,0.518611306215,0.518611306215,0.39724891779,0.457404876961,1178.75493019,955.026206634,-223.72872356
random,0.1,160,20260885,104,935,-0.104183713359,0.260399291442,0.364583004801,0.518967642572,0.518967642572,0.398030084723,0.460280071726,1174.13524281,950.652240684,-223.483002131
random,0.1,161,20260886,104,935,-0.0931894362231,0.259446881676,0.3526363179,0.517351218503,0.517351218503,0.398295859133,0.458200158636,1174.50567107,949.097905528,-225.407765546
random,0.1,162,20260887,104,935,-0.0977567763506,0.257533571214,0.355290347565,0.515654865328,0.515654865328,0.396383043012,0.457269645657,1174.75628838,952.55699497,-222.199293412
random,0.1,163,20260888,104,935,-0.0796746630846,0.269084867027,0.348759530111,0.522032491132,0.522032491132,0.401959291598,0.463510021155,1177.83059801,952.618860911,-225.211737103
random,0.1,164,20260889,104,935,-0.0807580558237,0.265572812831,0.346330868654,0.524144709174,0.524144709174,0.403485572654,0.464035893636,1176.70155265,951.862471653,-224.839080996
random,0.1,165,20260890,104,935,-0.0827522575932,0.2633460374,0.346098294993,0.52408173569,0.52408173569,0.403081267341,0.464539978399,1174.33102078,958.893511954,-215.437508831
random,0.1,166,20260891,104,935,-0.0917064101594,0.263338775113,0.355045185272,0.521327918925,0.521327918925,0.399370729752,0.460468396753,1176.17656192,955.878436644,-220.298125272
random,0.1,167,20260892,104,935,-0.0747542745557,0.267078339935,0.341832614491,0.525165565289,0.525165565289,0.403669246219,0.463588855301,1176.9065943,950.324000569,-226.582593729
random,0.1,168,20260893,104,935,-0.0786614848301,0.270519183022,0.349180667852,0.522930593852,0.522930593852,0.401546601816,0.463889243328,1172.32029229,951.288890474,-221.031401819
random,0.1,169,20260894,104,935,-0.0656944880866,0.268219914363,0.33391440245,0.524496776509,0.524496776509,0.405003137162,0.464191158742,1181.04457714,953.938665205,-227.105911935
random,0.1,170,20260895,104,935,-0.100045773837,0.257647971658,0.357693745495,0.517307104436,0.517307104436,0.397005371122,0.458478613582,1175.27132376,954.210968555,-221.060355204
random,0.1,171,20260896,104,935,-0.127846962643,0.232433144175,0.360280106818,0.503401665099,0.503401665099,0.385032836142,0.443841941312,1179.33246444,959.919821033,-219.412643411
random,0.1,172,20260897,104,935,-0.118107272821,0.248228588822,0.366335861643,0.510947096561,0.510947096561,0.392602209234,0.453923954471,1175.41704676,952.068273839,-223.34877292
random,0.1,173,20260898,104,935,-0.0717428973208,0.269844673515,0.341587570835,0.526865991984,0.526865991984,0.404286701857,0.465106658683,1176.00126226,950.499810909,-225.50145135
random,0.1,174,20260899,104,935,-0.0857565871702,0.262844499601,0.348601086771,0.520634574728,0.520634574728,0.400250697271,0.46053224814,1177.84474356,956.541300829,-221.303442735
random,0.1,175,20260900,104,935,-0.109346200228,0.25331521479,0.362661415018,0.512465592323,0.512465592323,0.391617559694,0.452912164823,1173.88667654,953.343391771,-220.543284773
random,0.1,176,20260901,104,935,-0.0729150993423,0.264629406228,0.33754450557,0.521921682943,0.521921682943,0.401489658138,0.459594545201,1176.77602165,953.063080986,-223.712940666
random,0.1,177,20260902,104,935,-0.0993514132634,0.252089418076,0.35144083134,0.515874423135,0.515874423135,0.395073131723,0.455474083225,1181.1385814,961.038648169,-220.099933227
random,0.1,178,20260903,104,935,-0.0724086936059,0.271405590679,0.343814284284,0.524216113688,0.524216113688,0.403473865594,0.464197904402,1179.25723115,951.463193312,-227.794037838
random,0.1,179,20260904,104,935,-0.0895953310881,0.259927646994,0.349522978082,0.518931877008,0.518931877008,0.398323722345,0.458738401768,1176.17677559,955.342947163,-220.833828425
random,0.1,180,20260905,104,935,-0.101812306608,0.255429352871,0.357241659479,0.513925626056,0.513925626056,0.393783067954,0.455049888216,1171.6069489,944.352475393,-227.254473505
random,0.1,181,20260906,104,935,-0.0814289567056,0.263685027332,0.345113984037,0.519842404,0.519842404,0.39906185645,0.460108044708,1181.23050897,950.66138067,-230.569128301
random,0.1,182,20260907,104,935,-0.0791995608986,0.26116288464,0.340362445539,0.519830874127,0.519830874127,0.400405972204,0.459141114694,1172.81358427,953.380607383,-219.432976883
random,0.1,183,20260908,104,935,-0.0728922047029,0.262925303358,0.335817508061,0.520076880843,0.520076880843,0.399665034881,0.458032788063,1178.79740693,953.89609938,-224.901307552
random,0.1,184,20260909,104,935,-0.0848343079533,0.264137554657,0.34897186261,0.518528634255,0.518528634255,0.399338519439,0.460106637837,1179.95344341,950.905422092,-229.048021321
random,0.1,185,20260910,104,935,-0.0813210928279,0.268246359698,0.349567452526,0.521133188334,0.521133188334,0.401092477193,0.462835838606,1177.08753614,949.704794454,-227.382741682
random,0.1,186,20260911,104,935,-0.110002994849,0.252509499588,0.362512494437,0.510971724635,0.510971724635,0.391458303964,0.453026222689,1179.62674011,951.665047951,-227.961692164
random,0.1,187,20260912,104,935,-0.0821727005262,0.262234167793,0.344406868319,0.519450111734,0.519450111734,0.399423038745,0.459457385923,1177.36164796,953.469833578,-223.89181438
random,0.1,188,20260913,104,935,-0.0957333701486,0.261975345395,0.357708715544,0.517874918572,0.517874918572,0.396452116243,0.458085174164,1176.79710331,950.446575937,-226.350527375
random,0.1,189,20260914,104,935,-0.0932135881029,0.259867936844,0.353081524947,0.516872262598,0.516872262598,0.395908800225,0.456550683094,1176.86219171,951.25643985,-225.605751864
random,0.1,190,20260915,104,935,-0.088447564857,0.258749225038,0.347196789895,0.516971316723,0.516971316723,0.39847076517,0.458214308807,1174.83416936,953.745686033,-221.08848333
random,0.1,191,20260916,104,935,-0.103282172006,0.254825228122,0.358107400128,0.513135990143,0.513135990143,0.394998863397,0.455964215732,1175.27805563,951.839542766,-223.438512861
random,0.1,192,20260917,104,935,-0.0839771850021,0.270743220106,0.354720405108,0.524851894299,0.524851894299,0.402714344461,0.464620563158,1176.81858691,950.731634879,-226.086952036
random,0.1,193,20260918,104,935,-0.093706686467,0.263472641254,0.357179327721,0.519149641105,0.519149641105,0.398314067666,0.460958113804,1176.8928942,947.35621916,-229.536675041
random,0.1,194,20260919,104,935,-0.0770002310622,0.265953489422,0.342953720485,0.522324459702,0.522324459702,0.401194831866,0.461846772334,1173.84592604,947.657696646,-226.188229391
random,0.1,195,20260920,104,935,-0.0790046444342,0.264721653711,0.343726298145,0.52045484512,0.52045484512,0.400477715627,0.461011038718,1177.15412076,951.184650603,-225.969470155
random,0.1,196,20260921,104,935,-0.108066853709,0.2510106813,0.359077535009,0.517792877315,0.517792877315,0.397849699206,0.458169466937,1174.83132411,955.891951573,-218.93937254
random,0.1,197,20260922,104,935,-0.0813516613529,0.267014257713,0.348365919066,0.523905946715,0.523905946715,0.402887904624,0.463735396649,1172.59510156,951.052010607,-221.543090954
random,0.1,198,20260923,104,935,-0.0828837431661,0.25627004222,0.339153785386,0.518506626297,0.518506626297,0.399000132109,0.458093970379,1175.21177478,964.288064219,-210.923710561
random,0.1,199,20260924,104,935,-0.0923010017583,0.263420415298,0.355721417056,0.51784996347,0.51784996347,0.397639084992,0.459277377422,1172.568169,946.224291512,-226.343877491
random,0.2,0,20260725,208,831,-0.12038339005,0.242808984159,0.363192374209,0.509241835504,0.509241835504,0.390212185607,0.450839517073,1182.65674156,956.154446013,-226.502295544
random,0.2,1,20260726,208,831,-0.086457510109,0.260856881642,0.347314391751,0.517001798782,0.517001798782,0.397032151079,0.458306099054,1177.75335362,953.241724102,-224.511629517
random,0.2,2,20260727,208,831,-0.0631217128678,0.276613374408,0.339735087276,0.529901532818,0.529901532818,0.407237571732,0.468322026115,1176.70950564,950.64361013,-226.065895514
random,0.2,3,20260728,208,831,-0.0949191697899,0.270022295866,0.364941465656,0.524524662638,0.524524662638,0.398291959357,0.462944086636,1176.63475028,946.517271965,-230.117478312
random,0.2,4,20260729,208,831,-0.0942695232691,0.256585146458,0.350854669727,0.510948687136,0.510948687136,0.392421205654,0.45270109046,1173.75390271,951.188826813,-222.565075896
random,0.2,5,20260730,208,831,-0.0767079487867,0.275410387917,0.352118336704,0.52596240915,0.52596240915,0.404588524447,0.466985701595,1180.09680455,950.827762245,-229.269042303
random,0.2,6,20260731,208,831,-0.102496525083,0.251464054293,0.353960579376,0.513745516754,0.513745516754,0.394415188463,0.455570879386,1171.79621551,952.339037321,-219.45717819
random,0.2,7,20260732,208,831,-0.09628103937,0.266453274597,0.362734313967,0.520353084218,0.520353084218,0.398870046099,0.461504910238,1181.54365057,950.151269459,-231.392381113
random,0.2,8,20260733,208,831,-0.0755291608376,0.271694857477,0.347224018315,0.523964655672,0.523964655672,0.401564924423,0.463588675396,1172.14603245,946.098708761,-226.047323685
random,0.2,9,20260734,208,831,-0.100095433955,0.260624278876,0.360719712831,0.514842169982,0.514842169982,0.394043006899,0.456241123576,1171.2819127,946.544120246,-224.737792451
random,0.2,10,20260735,208,831,-0.098613575639,0.264950982166,0.363564557805,0.518526171967,0.518526171967,0.397569246717,0.460452814999,1176.99003871,948.567979493,-228.422059217
random,0.2,11,20260736,208,831,-0.0974577273147,0.261973181423,0.359430908737,0.517752709779,0.517752709779,0.397917368463,0.459870683492,1173.99936748,947.595309584,-226.4040579
random,0.2,12,20260737,208,831,-0.126449241737,0.253509549432,0.37995879117,0.515956850459,0.515956850459,0.395389525278,0.458972032311,1174.25300948,946.29245975,-227.96054973
random,0.2,13,20260738,208,831,-0.0998533178029,0.257148659588,0.357001977391,0.510913415628,0.510913415628,0.391630945559,0.453076419005,1177.8676682,949.968788814,-227.898879387
random,0.2,14,20260739,208,831,-0.0742189875234,0.273907944509,0.348126932032,0.524889674715,0.524889674715,0.402576157746,0.464565388639,1181.95445681,953.597786843,-228.356669967
random,0.2,15,20260740,208,831,-0.08040514419,0.271929979098,0.352335123288,0.524369982511,0.524369982511,0.404867587041,0.466088631166,1176.14943699,950.259315878,-225.890121109
random,0.2,16,20260741,208,831,-0.0934131762715,0.26498071591,0.358393892182,0.521905836528,0.521905836528,0.399051073573,0.461329637803,1171.06140345,948.063975506,-222.997427945
